employee_name,user_id,email,role,1,functional_unit,department,team,supervisor,date,pc,activity
Tobias Dakota Jacobs,TDJ0998,Tobias.Dakota.Jacobs@dtaa.com,MechanicalEngineer,1,3 - Manufacturing,2 - ManufacturingEngineering,,Fritz Dale Ellison,01-03-2010 18:04,PC-3446,Logoff
John Price Atkins,JPA0667,John.Price.Atkins@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,01-03-2010 18:05,PC-8001,Logoff
Elaine Hanna Raymond,EHR0096,Elaine.Hanna.Raymond@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,01-03-2010 18:06,PC-5758,Logoff
Sharon Jemima Whitehead,SJW0451,Sharon.Jemima.Whitehead@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,01-03-2010 18:10,PC-2744,Logoff
Colton Nathan Barber,CNB0900,Colton.Nathan.Barber@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,01-03-2010 18:10,PC-5002,Logoff
Ethan Arden Hays,EAH0466,Ethan.Arden.Hays@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,01-03-2010 18:10,PC-6113,Logoff
Curran Tarik Ayala,CTA0020,Curran.Tarik.Ayala@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson,01-03-2010 18:11,PC-2697,Logoff
Sandra Roary Solomon,SRS0231,Sandra.Roary.Solomon@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,01-03-2010 18:13,PC-6184,Logoff
Hadley Willa Hill,HWH0646,Hadley.Willa.Hill@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,01-03-2010 18:14,PC-1312,Logoff
Halee Kim Burnett,HKB0418,Halee.Kim.Burnett@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,01-03-2010 18:14,PC-1586,Logoff
Chanda Celeste Mosley,CCM0855,Chanda.Celeste.Mosley@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,01-03-2010 18:15,PC-9353,Logoff
Shelley Eleanor Dawson,SED0886,Shelley.Eleanor.Dawson@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,01-03-2010 18:24,PC-8262,Logoff
Logan Branden Cherry,LBC0356,Logan.Branden.Cherry@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,01-03-2010 18:25,PC-0008,Logoff
Chloe Keiko Holland,CKH0144,Chloe.Keiko.Holland@dtaa.com,Engineer,1,3 - Manufacturing,4 - QualityControl,,Kimberley Kiona Sosa,01-03-2010 18:40,PC-8790,Logoff
Melvin Brody Garza,MBG0438,Melvin.Brody.Garza@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,01-03-2010 19:00,PC-6163,Logoff
Mohammad Vladimir Farrell,MVF0594,Mohammad.Vladimir.Farrell@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,01-03-2010 19:01,PC-9901,Logoff
Alea Tana Ferrell,ATF0274,Alea.Tana.Ferrell@dtaa.com,HardwareEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,01-03-2010 19:05,PC-7558,Logoff
Kendall Thaddeus Glover,KTG0091,Kendall.Thaddeus.Glover@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,01-03-2010 19:22,PC-0246,Logoff
Alfonso Colin Cooley,ACC0042,Alfonso.Colin.Cooley@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,01-03-2010 19:24,PC-4659,Logoff
Arsenio Kato Wilder,AKW0167,Arsenio.Kato.Wilder@dtaa.com,AdministrativeAssistant,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,01-03-2010 19:26,PC-7295,Logoff
Kirk Palmer Rosales,KPR0497,Kirk.Palmer.Rosales@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,01-03-2010 19:36,PC-8118,Logoff
Amaya Britanni Newton,ABN0239,Amaya.Britanni.Newton@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,01-03-2010 19:41,PC-9819,Logoff
Colton Kaseem Bolton,CKB0482,Colton.Kaseem.Bolton@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,01-03-2010 20:30,PC-6032,Logoff
Alfreda Morgan Holloway,AMH0464,Alfreda.Morgan.Holloway@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,01-04-2010 00:04,PC-3814,Logon
Quinn Coby Hays,QCH0110,Quinn.Coby.Hays@dtaa.com,Technician,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,01-04-2010 00:11,PC-3814,Logoff
Sara Gail George,SGG0787,Sara.Gail.George@dtaa.com,Manager,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Todd Vance Spears,01-04-2010 00:12,PC-4176,Logon
Sarah Imelda Juarez,SIJ0661,Sarah.Imelda.Juarez@dtaa.com,LabManager,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Summer Leilani Boyer,01-04-2010 00:18,PC-5909,Logon
Byron Tyrone Williamson,BTW0005,Byron.Tyrone.Williamson@dtaa.com,VicePresident,1,3 - Manufacturing,,,Mona Susan Shannon,01-04-2010 00:18,PC-4176,Logoff
Risa Laura Bolton,RLB0719,Risa.Laura.Bolton@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,01-04-2010 00:24,PC-7311,Logon
William Damian Oconnor,WDO0870,William.Damian.Oconnor@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,01-04-2010 00:26,PC-7311,Logoff
Kaden Chastity Briggs,KCB0815,Kaden.Chastity.Briggs@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,01-04-2010 00:27,PC-5909,Logoff
Vincent Calvin Young,VCY0751,Vincent.Calvin.Young@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,01-04-2010 00:33,PC-5909,Logon
Brock Aladdin Joyce,BAJ0654,Brock.Aladdin.Joyce@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,01-04-2010 00:33,PC-2567,Logon
Madonna Kristen Love,MKL0941,Madonna.Kristen.Love@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,01-04-2010 00:35,PC-8714,Logon
Elijah Gary Diaz,EGD0409,Elijah.Gary.Diaz@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,01-04-2010 00:39,PC-5909,Logoff
Dale Benjamin Sharpe,DBS0235,Dale.Benjamin.Sharpe@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,01-04-2010 00:39,PC-6263,Logon
Jael Jennifer Hansen,JJH0613,Jael.Jennifer.Hansen@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,01-04-2010 00:41,PC-2567,Logoff
Ulric Ferdinand Knapp,UFK0208,Ulric.Ferdinand.Knapp@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,01-04-2010 00:42,PC-4690,Logon
Brent Laith Beck,BLB0114,Brent.Laith.Beck@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,01-04-2010 00:44,PC-6263,Logoff
Cheyenne Kay Dickerson,CKD0680,Cheyenne.Kay.Dickerson@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,01-04-2010 00:48,PC-8714,Logoff
Myra Kay Greer,MKG0711,Myra.Kay.Greer@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,01-04-2010 00:58,PC-8526,Logon
Edward Dean Anthony,EDA0684,Edward.Dean.Anthony@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,01-04-2010 01:00,PC-4690,Logoff
Illana Isabelle Lamb,IIL0513,Illana.Isabelle.Lamb@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,01-04-2010 01:07,PC-8526,Logoff
TaShya Savannah Mcgowan,TSM0363,TaShya.Savannah.Mcgowan@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,01-04-2010 01:25,PC-0378,Logon
Price Bevis Pittman,PBP0002,Price.Bevis.Pittman@dtaa.com,AdministrativeAssistant,1,,,,Mona Susan Shannon,01-04-2010 01:34,PC-2582,Logon
Louis Hyatt Bruce,LHB0606,Louis.Hyatt.Bruce@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,01-04-2010 01:37,PC-9988,Logon
Guy Tad Daniel,GTD0898,Guy.Tad.Daniel@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,01-04-2010 01:39,PC-0378,Logoff
Calvin Jarrod Hood,CJH0702,Calvin.Jarrod.Hood@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,01-04-2010 01:47,PC-9988,Logoff
Desirae Mari Koch,DMK0257,Desirae.Mari.Koch@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,01-04-2010 01:52,PC-2582,Logoff
Willow Iliana Quinn,WIQ0567,Willow.Iliana.Quinn@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,01-04-2010 01:57,PC-3054,Logon
Peter Tad Hartman,PTH0830,Peter.Tad.Hartman@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,01-04-2010 02:16,PC-3054,Logoff
Nicholas Cade Owen,NCO0666,Nicholas.Cade.Owen@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,01-04-2010 02:24,PC-5508,Logon
Maxwell Hammett Green,MHG0733,Maxwell.Hammett.Green@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,01-04-2010 02:32,PC-3742,Logon
Robert Ali Webb,RAW0915,Robert.Ali.Webb@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,01-04-2010 02:37,PC-3742,Logoff
Hillary Ainsley Mccormick,HAM0985,Hillary.Ainsley.Mccormick@dtaa.com,TechnicalTrainer,1,1 - Adminstration,3 - Training,,Walter Kaseem Foley,01-04-2010 02:42,PC-7052,Logon
Serina Ariana Butler,SAB0781,Serina.Ariana.Butler@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,01-04-2010 02:43,PC-3459,Logon
Ira Benjamin Mays,IBM0671,Ira.Benjamin.Mays@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,01-04-2010 02:44,PC-5508,Logoff
Yasir Dexter Nelson,YDN0198,Yasir.Dexter.Nelson@dtaa.com,AdministrativeAssistant,1,6 - PurchasingAndContracts,2 - Pricing,,Eugenia Whilemina Harrington,01-04-2010 02:51,PC-7052,Logoff
Grace Alma Fry,GAF0060,Grace.Alma.Fry@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,01-04-2010 02:52,PC-9873,Logon
Alec Mannix Mcneil,AMM0014,Alec.Mannix.Mcneil@dtaa.com,Director,1,1 - Adminstration,5 - Medical,,Halla Cathleen Simmons,01-04-2010 02:55,PC-3459,Logoff
Aquila Mark Vega,AMV0036,Aquila.Mark.Vega@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,01-04-2010 03:02,PC-9873,Logoff
Merritt Oliver Phelps,MOP0763,Merritt.Oliver.Phelps@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,01-04-2010 03:15,PC-3301,Logon
Callum Brendan Gonzalez,CBG0490,Callum.Brendan.Gonzalez@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,01-04-2010 03:27,PC-3301,Logoff
Cameron Noel Elliott,CNE0352,Cameron.Noel.Elliott@dtaa.com,ChiefEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Declan Lester Moss,01-04-2010 03:29,PC-9461,Logon
Gil Quincy Potter,GQP0743,Gil.Quincy.Potter@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,01-04-2010 03:30,PC-3268,Logon
Philip Travis Hartman,PTH0552,Philip.Travis.Hartman@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,01-04-2010 03:32,PC-9461,Logoff
Garrison Levi Rollins,GLR0975,Garrison.Levi.Rollins@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson,01-04-2010 03:32,PC-3268,Logoff
Gareth Thomas Dickson,GTD0219,Gareth.Thomas.Dickson@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,01-04-2010 03:37,PC-2370,Logon
Blossom Keiko Weiss,BKW0374,Blossom.Keiko.Weiss@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,01-04-2010 03:42,PC-2370,Logoff
Constance Audrey Hicks,CAH0936,Constance.Audrey.Hicks@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,01-04-2010 03:43,PC-3446,Logon
Althea Ina Palmer,AIP0982,Althea.Ina.Palmer@dtaa.com,ManagementTrainer,1,1 - Adminstration,3 - Training,,Walter Kaseem Foley,01-04-2010 03:53,PC-9926,Logon
Kennedy Robert Vega,KRV0372,Kennedy.Robert.Vega@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,01-04-2010 03:55,PC-3446,Logoff
Ivor Amir Tucker,IAT0263,Ivor.Amir.Tucker@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,01-04-2010 04:08,PC-9926,Logoff
Jocelyn Brenna Daniels,JBD0616,Jocelyn.Brenna.Daniels@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,01-04-2010 04:13,PC-3094,Logon
Roary Ursa Massey,RUM0880,Roary.Ursa.Massey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,01-04-2010 04:31,PC-3094,Logoff
Declan Gareth Mclaughlin,DGM0754,Declan.Gareth.Mclaughlin@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,01-04-2010 04:40,PC-9822,Logon
Savannah Marcia Yang,SMY0792,Savannah.Marcia.Yang@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,01-04-2010 04:44,PC-6824,Logon
Harrison Oscar Burke,HOB0994,Harrison.Oscar.Burke@dtaa.com,IndustrialEngineer,1,3 - Manufacturing,1 - IndustrialEngineering,,Grant Tyrone Doyle,01-04-2010 04:49,PC-9822,Logoff
Donovan Garth Nieves,DGN0480,Donovan.Garth.Nieves@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,01-04-2010 04:53,PC-9706,Logon
Kirk Jakeem Joyce,KJJ0293,Kirk.Jakeem.Joyce@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,01-04-2010 04:54,PC-6824,Logoff
Justin Xerxes Hansen,JXH0493,Justin.Xerxes.Hansen@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,01-04-2010 04:54,PC-9408,Logon
Peter Gil Harrington,PGH0184,Peter.Gil.Harrington@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,01-04-2010 04:57,PC-9706,Logoff
Josiah Preston Wall,JPW0741,Josiah.Preston.Wall@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,01-04-2010 05:01,PC-9408,Logoff
Nichole Melodie Gilbert,NMG0766,Nichole.Melodie.Gilbert@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,01-04-2010 05:06,PC-5833,Logon
Heidi Mia Wilson,HMW0713,Heidi.Mia.Wilson@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,01-04-2010 05:12,PC-5833,Logoff
Malik Adrian Hebert,MAH0864,Malik.Adrian.Hebert@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,01-04-2010 05:13,PC-3424,Logon
Quentin Nolan Fitzpatrick,QNF0205,Quentin.Nolan.Fitzpatrick@dtaa.com,Attorney,1,6 - PurchasingAndContracts,3 - Contracts,,Whoopi Britanney Camacho,01-04-2010 05:22,PC-0928,Logon
Keane Kennan Watts,KKW0879,Keane.Kennan.Watts@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,01-04-2010 05:29,PC-6009,Logon
Thaddeus Emery Martin,TEM0093,Thaddeus.Emery.Martin@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,01-04-2010 05:30,PC-3424,Logoff
Reuben Victor Freeman,RVF0201,Reuben.Victor.Freeman@dtaa.com,AdministrativeAssistant,1,6 - PurchasingAndContracts,3 - Contracts,,Whoopi Britanney Camacho,01-04-2010 05:35,PC-0928,Logoff
Tobias Martin Ashley,TMA0069,Tobias.Martin.Ashley@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,01-04-2010 05:38,PC-3764,Logon
Vernon Finn Mcgee,VFM0814,Vernon.Finn.Mcgee@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,01-04-2010 05:39,PC-3459,Logon
Salvador Byron Norton,SBN0866,Salvador.Byron.Norton@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,01-04-2010 05:40,PC-6009,Logoff
Zenaida Justine England,ZJE0857,Zenaida.Justine.England@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,01-04-2010 05:44,PC-8884,Logon
Hasad Paki Mcfadden,HPM0986,Hasad.Paki.Mcfadden@dtaa.com,InstructionalCoordinator,1,1 - Adminstration,3 - Training,,Walter Kaseem Foley,01-04-2010 05:46,PC-7702,Logon
Cody Jonathan Potter,CJP0952,Cody.Jonathan.Potter@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,01-04-2010 05:49,PC-8884,Logoff
Dante Raja Roberts,DRR0162,Dante.Raja.Roberts@dtaa.com,AdministrativeAssistant,1,5 - SalesAndMarketing,1 - MarketAnalysis,,Dacey Jorden Bowen,01-04-2010 05:53,PC-3764,Logoff
Evelyn Sarah Reilly,ESR0693,Evelyn.Sarah.Reilly@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,01-04-2010 05:55,PC-7702,Logoff
Colt Walter Reynolds,CWR0502,Colt.Walter.Reynolds@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,01-04-2010 05:57,PC-4729,Logon
Summer Leilani Boyer,SLB0049,Summer.Leilani.Boyer@dtaa.com,Director,1,2 - ResearchAndEngineering,1 - Research,,Kai Wynne Craft,01-04-2010 05:58,PC-3459,Logoff
Ira Dustin Oneill,IDO0176,Ira.Dustin.Oneill@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,01-04-2010 06:03,PC-0183,Logon
Alfonso Gage Blankenship,AGB0186,Alfonso.Gage.Blankenship@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,01-04-2010 06:03,PC-4729,Logoff
Roary Jane Barrett,RJB0088,Roary.Jane.Barrett@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,01-04-2010 06:06,PC-0183,Logoff
Oren Curran Brady,OCB0805,Oren.Curran.Brady@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,01-04-2010 06:11,PC-7275,Logon
Elton Tyler Richard,ETR0428,Elton.Tyler.Richard@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,01-04-2010 06:13,PC-0269,Logon
Ivana Kaitlin Parsons,IKP0472,Ivana.Kaitlin.Parsons@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,01-04-2010 06:25,PC-6776,Logon
Leo Hasad Byrd,LHB0967,Leo.Hasad.Byrd@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,01-04-2010 06:28,PC-6688,Logon
Chester Caldwell Mendoza,CCM0467,Chester.Caldwell.Mendoza@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,01-04-2010 06:31,PC-7275,Logoff
Gage Kaden Odonnell,GKO0078,Gage.Kaden.Odonnell@dtaa.com,ChiefEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Declan Lester Moss,01-04-2010 06:31,PC-0269,Logoff
Garrett Nicholas Solomon,GNS0178,Garrett.Nicholas.Solomon@dtaa.com,FieldServiceEngineer,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Sharon Britanni Kerr,01-04-2010 06:32,PC-0132,Logon
Sybill Sage Shaw,SSS0345,Sybill.Sage.Shaw@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,01-04-2010 06:38,PC-6184,Logon
Lane Oleg Mclaughlin,LOM0086,Lane.Oleg.Mclaughlin@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,01-04-2010 06:40,PC-0132,Logoff
Simone Scarlet Rose,SSR0278,Simone.Scarlet.Rose@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,01-04-2010 06:42,PC-6776,Logoff
Adena Lisandra Hardin,ALH0402,Adena.Lisandra.Hardin@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,01-04-2010 06:45,PC-3135,Logon
Anastasia Kylan Kaufman,AKK0329,Anastasia.Kylan.Kaufman@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,01-04-2010 06:45,PC-3851,Logon
Eugenia Whilemina Harrington,EWH0191,Eugenia.Whilemina.Harrington@dtaa.com,Manager,1,6 - PurchasingAndContracts,2 - Pricing,,Kirby Bo Pollard,01-04-2010 06:46,PC-6688,Logoff
Todd Vance Spears,TVS0050,Todd.Vance.Spears@dtaa.com,Director,1,2 - ResearchAndEngineering,2 - SoftwareManagement,,Kai Wynne Craft,01-04-2010 06:46,PC-6184,Logoff
Troy Uriah Conway,TUC0632,Troy.Uriah.Conway@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,01-04-2010 06:47,PC-9770,Logon
Sonia Karly Goodwin,SKG0759,Sonia.Karly.Goodwin@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,01-04-2010 06:49,PC-4524,Logon
Isabella Marah Graham,IMG0320,Isabella.Marah.Graham@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,01-04-2010 06:53,PC-9919,Logon
Blair Bruno Grimes,BBG0325,Blair.Bruno.Grimes@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,01-04-2010 06:56,PC-1874,Logon
Chanda Tamekah William,CTW0500,Chanda.Tamekah.William@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,01-04-2010 06:58,PC-8851,Logon
Sonya Beatrice Nichols,SBN0495,Sonya.Beatrice.Nichols@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,01-04-2010 07:00,PC-0285,Logon
Emerald Lysandra Hodges,ELH0960,Emerald.Lysandra.Hodges@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,01-04-2010 07:00,PC-3291,Logon
